ticket_id,customer_id,ticket_date,issue_category,support_channel,priority,resolution_hours,resolved_flag,satisfaction_score,repeat_contact_flag
TKT00030555,CUST034967,2026-06-27,Delivery Problem,Help Center,High,8.98,Yes,4,No
TKT00010818,CUST029779,2025-05-08,Membership Billing,Help Center,High,,No,,No
TKT00006802,CUST000533,2024-12-18,Refund Request,Phone,Low,,No,,No
TKT00030118,CUST034975,2025-09-16,Delivery Problem,Chat,Medium,15.02,Yes,4,Yes
TKT00024641,CUST035869,2025-09-15,Delivery Problem,Help Center,Medium,15.89,Yes,4,No
TKT00002177,CUST030902,2025-10-31,Payment Failure,Email,Medium,5.84,Yes,3,No
TKT00009488,CUST049446,2025-06-13,Account Access,Phone,High,1.55,Yes,5,No
TKT00011297,CUST019362,2025-09-13,Refund Request,Email,Medium,25.0,Yes,4,No
TKT00012950,CUST040196,2026-05-06,Refund Request,Chat,High,26.95,Yes,4,No
TKT00017108,CUST033734,2025-04-03,Membership Billing,Chat,Medium,13.91,Yes,3,No
TKT00033496,CUST033283,2025-07-29,Delivery Problem,Chat,High,8.95,Yes,2,No
TKT00001044,CUST012643,2026-02-17,Prime Video Issue,Email,Low,12.2,Yes,4,Yes
TKT00027138,CUST035897,2026-05-07,Membership Billing,Email,High,21.29,Yes,2,No
TKT00000779,CUST021474,2026-01-20,Prime Video Issue,Phone,High,12.03,Yes,4,No
TKT00007722,CUST036325,2026-02-24,Prime Video Issue,Email,Medium,18.56,Yes,2,No
TKT00009177,CUST006371,2025-03-02,Membership Billing,Chat,High,1.7,Yes,3,No
TKT00027953,CUST016225,2026-03-25,Refund Request,Chat,Medium,33.86,Yes,3,Yes
TKT00030620,CUST044371,2025-10-29,Cancellation Request,Email,High,3.43,Yes,4,No
TKT00027770,CUST004380,2026-04-20,General Question,Email,High,1.77,Yes,5,No
TKT00008942,CUST023850,2026-04-05,Refund Request,Social Media,High,5.15,Yes,5,No
TKT00005086,CUST026494,2026-04-06,Delivery Problem,Phone,Medium,11.26,Yes,5,No
TKT00025579,CUST025449,2026-04-17,Cancellation Request,Social Media,Critical,30.64,Yes,3,No
TKT00014415,CUST002036,2025-10-13,Prime Video Issue,Help Center,Medium,12.73,Yes,3,No
TKT00015325,CUST040987,2025-07-05,Prime Video Issue,Phone,Medium,8.5,Yes,3,No
TKT00014343,CUST045226,2025-11-04,Delivery Problem,Email,Medium,,No,,No
TKT00024450,CUST046888,2026-06-01,Account Access,Chat,Medium,9.51,Yes,4,Yes
TKT00021127,CUST033902,2026-04-20,Cancellation Request,Chat,High,4.35,Yes,5,No
TKT00032305,CUST005003,2024-09-21,Membership Billing,Email,High,6.69,Yes,3,No
TKT00014948,CUST014138,2025-11-21,Membership Billing,Help Center,High,3.3,Yes,4,No
TKT00013881,CUST027523,2025-07-25,Payment Failure,Phone,High,5.61,Yes,4,No
TKT00009007,CUST036135,2026-06-24,Refund Request,Chat,Low,12.36,Yes,4,Yes
TKT00023906,CUST037843,2026-03-16,Payment Failure,Email,Medium,6.44,Yes,4,No
TKT00002055,CUST018828,2024-10-19,Delivery Problem,Chat,Medium,3.55,Yes,4,No
TKT00012790,CUST037488,2026-04-13,Refund Request,Social Media,Medium,27.87,Yes,2,No
TKT00030860,CUST010095,2025-03-21,Membership Billing,Chat,High,1.22,Yes,4,No
TKT00025843,CUST003015,2026-06-23,Delivery Problem,Chat,Medium,3.33,Yes,3,No
TKT00006238,CUST026950,2026-03-22,Delivery Problem,Chat,Medium,23.23,Yes,3,Yes
TKT00010222,CUST009252,2026-06-17,Prime Video Issue,Help Center,High,3.77,Yes,3,No
TKT00019551,CUST027472,2025-10-29,Prime Video Issue,Chat,Low,4.62,Yes,4,No
TKT00014054,CUST004274,2025-11-13,Prime Video Issue,Phone,Medium,,No,,Yes
TKT00021924,CUST009446,2025-06-24,Payment Failure,Chat,Critical,6.03,Yes,4,Yes
TKT00002121,CUST025679,2026-04-12,Prime Video Issue,Help Center,High,4.23,Yes,5,No
TKT00013429,CUST048770,2025-01-06,Prime Video Issue,Chat,Medium,9.27,Yes,4,No
TKT00009233,CUST020232,2026-05-19,Prime Video Issue,Phone,Medium,10.46,Yes,4,Yes
TKT00030458,CUST040290,2026-06-25,Prime Video Issue,Chat,Low,12.6,Yes,3,No
TKT00005870,CUST042240,2024-11-07,Membership Billing,Chat,Low,29.1,Yes,5,No
TKT00009455,CUST040401,2026-03-03,Delivery Problem,Chat,High,4.87,Yes,3,No
TKT00011374,CUST047472,2025-09-14,Delivery Problem,Chat,Medium,8.34,Yes,4,No
TKT00013355,CUST003559,2025-07-20,Membership Billing,Phone,Medium,5.39,Yes,4,No
TKT00025381,CUST036081,2026-03-18,Account Access,Chat,Medium,7.74,Yes,3,No
TKT00011503,CUST032357,2025-09-24,Prime Video Issue,Chat,Medium,8.41,Yes,3,No
TKT00016395,CUST038344,2025-11-25,Membership Billing,Email,Medium,4.85,Yes,3,No
TKT00003164,CUST004258,2025-08-22,Payment Failure,Chat,Low,5.49,Yes,4,Yes
TKT00008867,CUST026504,2026-06-11,Refund Request,Help Center,Low,5.33,Yes,4,No
TKT00020894,CUST040145,2026-01-01,General Question,Chat,Low,46.98,Yes,4,No
TKT00025549,CUST005750,2025-12-26,Delivery Problem,Help Center,Low,,No,,No
TKT00009739,CUST021387,2026-06-05,General Question,Email,Low,6.29,Yes,3,No
TKT00009985,CUST039627,2026-04-27,Membership Billing,Help Center,Medium,7.1,Yes,3,No
TKT00019526,CUST014075,2026-02-02,Cancellation Request,Email,Medium,14.32,Yes,2,No
TKT00001483,CUST046078,2024-12-30,Membership Billing,Phone,Low,9.66,Yes,4,No
TKT00028342,CUST041096,2026-05-16,Prime Video Issue,Social Media,Low,111.87,Yes,4,No
TKT00009546,CUST018110,2025-08-17,Membership Billing,Help Center,Medium,20.32,Yes,3,No
TKT00026463,CUST011632,2026-03-26,General Question,Email,Low,14.38,Yes,3,No
TKT00006956,CUST009147,2026-04-17,Prime Video Issue,Chat,High,2.19,Yes,3,No
TKT00010251,CUST000701,2026-01-03,Prime Video Issue,Phone,Low,19.34,Yes,3,No
TKT00002442,CUST002558,2026-02-20,Refund Request,Help Center,Low,5.7,Yes,4,No
TKT00010243,CUST038091,2026-03-12,Cancellation Request,Email,Low,3.52,Yes,5,No
TKT00000997,CUST004157,2026-04-11,Payment Failure,Chat,High,,No,,Yes
TKT00019071,CUST030319,2026-02-05,Refund Request,Email,High,,No,,No
TKT00017881,CUST026507,2026-01-07,Membership Billing,Email,Medium,3.7,Yes,4,No
TKT00034819,CUST041865,2026-03-01,Account Access,Chat,Low,17.91,Yes,3,No
TKT00005132,CUST006403,2026-06-02,Prime Video Issue,Chat,Medium,9.76,Yes,4,No
TKT00016428,CUST019435,2025-07-20,Payment Failure,Email,High,4.19,Yes,3,No
TKT00028846,CUST044274,2025-04-14,Refund Request,Help Center,High,7.89,Yes,5,No
TKT00021956,CUST002774,2025-09-26,Refund Request,Phone,Low,1.39,Yes,5,No
TKT00014700,CUST039102,2026-06-23,Account Access,Help Center,Medium,4.04,Yes,4,No
TKT00029888,CUST039242,2026-05-10,Prime Video Issue,Phone,Low,10.09,Yes,4,No
TKT00032155,CUST037922,2026-06-05,Payment Failure,Help Center,Low,33.44,Yes,3,No
TKT00022734,CUST016038,2026-06-24,Refund Request,Email,Medium,1.45,Yes,4,No
TKT00030350,CUST009336,2025-03-20,Refund Request,Chat,Medium,4.37,Yes,4,Yes
TKT00027837,CUST048191,2026-06-30,Prime Video Issue,Chat,Medium,8.65,Yes,3,No
TKT00014837,CUST024099,2026-06-01,Account Access,Chat,Medium,18.54,Yes,4,No
TKT00001880,CUST030381,2026-03-09,Account Access,Chat,Low,18.62,Yes,5,No
TKT00034311,CUST027425,2026-06-08,Delivery Problem,Social Media,High,17.23,Yes,3,No
TKT00021331,CUST035237,2026-04-12,Membership Billing,Chat,Medium,6.01,Yes,4,No
TKT00017728,CUST046216,2025-11-25,Cancellation Request,Help Center,Low,10.76,Yes,3,No
TKT00030562,CUST044631,2026-06-05,Delivery Problem,Email,High,14.86,Yes,3,No
TKT00000106,CUST043075,2026-06-02,General Question,Help Center,High,11.67,Yes,4,No
TKT00005451,CUST028400,2025-12-30,Account Access,Chat,Low,5.53,Yes,3,No
TKT00001806,CUST036855,2025-02-22,Payment Failure,Email,Low,6.24,Yes,3,No
TKT00032163,CUST023007,2026-06-20,General Question,Phone,Medium,9.77,Yes,3,No
TKT00023217,CUST016476,2025-05-08,Refund Request,Social Media,High,8.36,Yes,3,No
TKT00003599,CUST000189,2026-05-04,Delivery Problem,Chat,High,13.36,Yes,4,No
TKT00001781,CUST029444,2026-05-16,Refund Request,Help Center,Medium,10.65,Yes,3,No
TKT00017340,CUST012365,2025-05-15,Membership Billing,Help Center,Medium,85.18,Yes,1,No
TKT00032005,CUST033351,2026-03-26,Prime Video Issue,Help Center,Medium,20.39,Yes,3,Yes
TKT00017275,CUST029348,2026-02-03,Cancellation Request,Chat,Medium,,No,,No
TKT00033380,CUST037370,2026-01-03,Delivery Problem,Help Center,Medium,9.78,Yes,5,No
TKT00014261,CUST044096,2025-05-12,Account Access,Chat,Medium,3.14,Yes,3,No
TKT00026522,CUST020094,2025-09-07,Prime Video Issue,Email,High,11.18,Yes,4,No
TKT00004041,CUST026504,2025-12-30,Prime Video Issue,Phone,Medium,6.18,Yes,3,No
TKT00017993,CUST008745,2026-06-26,Delivery Problem,Phone,High,10.25,Yes,5,No
TKT00019088,CUST011623,2026-03-04,Prime Video Issue,Email,High,2.26,Yes,2,No
TKT00017338,CUST018321,2025-11-07,Membership Billing,Help Center,Medium,8.79,Yes,5,No
TKT00011876,CUST011230,2025-12-24,Delivery Problem,Email,Low,4.57,Yes,4,No
TKT00019720,CUST015213,2025-01-15,Membership Billing,Social Media,Medium,3.93,Yes,4,No
TKT00000925,CUST027797,2026-03-03,Prime Video Issue,Phone,High,,No,,Yes
TKT00008800,CUST005715,2026-04-14,Membership Billing,Chat,Low,11.87,Yes,3,No
TKT00021633,CUST015873,2026-03-01,Cancellation Request,Chat,Critical,5.06,Yes,4,No
TKT00020075,CUST023215,2025-01-20,Account Access,Chat,Medium,2.62,Yes,4,No
TKT00030157,CUST039978,2025-09-27,Refund Request,Email,High,8.12,Yes,4,No
TKT00017666,CUST034355,2025-09-10,Membership Billing,Chat,Medium,2.71,Yes,3,No
TKT00031411,CUST040597,2026-05-09,Account Access,Help Center,High,43.74,Yes,3,Yes
TKT00022843,CUST030728,2025-06-12,Membership Billing,Phone,High,,No,,No
TKT00025901,CUST043226,2025-12-02,Account Access,Chat,Low,,No,,No
TKT00007263,CUST038742,2026-03-26,General Question,Chat,Medium,5.3,Yes,3,No
TKT00008690,CUST047314,2025-12-29,Prime Video Issue,Help Center,Medium,6.38,Yes,3,No
TKT00033985,CUST044236,2025-01-10,Delivery Problem,Chat,Low,10.43,Yes,5,No
TKT00028043,CUST008974,2026-02-28,General Question,Phone,High,17.36,Yes,3,Yes
TKT00030883,CUST031309,2025-10-11,Refund Request,Chat,Medium,8.51,Yes,3,No
TKT00020591,CUST014925,2025-12-08,Prime Video Issue,Chat,Medium,5.86,Yes,4,Yes
TKT00021899,CUST016962,2026-04-08,Account Access,Phone,High,18.13,Yes,3,No
TKT00002554,CUST008735,2026-03-03,Refund Request,Email,Low,6.29,Yes,4,Yes
TKT00011303,CUST025051,2026-06-23,Account Access,Chat,Low,3.5,Yes,4,No
TKT00000337,CUST018408,2025-11-29,Membership Billing,Chat,Low,8.31,Yes,4,No
TKT00016210,CUST008934,2026-01-05,Prime Video Issue,Email,Medium,10.78,Yes,4,No
TKT00004728,CUST023028,2026-06-13,Refund Request,Phone,Medium,4.08,Yes,4,No
TKT00003551,CUST048806,2026-05-23,Delivery Problem,Email,High,23.61,Yes,4,Yes
TKT00002317,CUST047438,2025-01-15,Prime Video Issue,Chat,Medium,9.43,Yes,2,No
TKT00031371,CUST000813,2026-06-02,Delivery Problem,Chat,High,3.22,Yes,3,No
TKT00022089,CUST030066,2025-12-26,Cancellation Request,Email,Medium,3.22,Yes,3,No
TKT00024232,CUST044819,2026-04-08,Delivery Problem,Chat,High,3.54,Yes,3,No
TKT00033101,CUST022947,2026-01-21,Delivery Problem,Help Center,Medium,7.76,Yes,4,Yes
TKT00005400,CUST014888,2026-01-13,Cancellation Request,Phone,Low,44.86,Yes,3,No
TKT00000502,CUST040955,2026-05-05,Delivery Problem,Chat,High,4.98,Yes,4,No
TKT00022132,CUST004238,2026-06-01,Prime Video Issue,Chat,Medium,4.74,Yes,4,No
TKT00018156,CUST035081,2025-06-11,Delivery Problem,Chat,High,2.12,Yes,3,No
TKT00024490,CUST021433,2026-02-07,Refund Request,Chat,Low,12.31,Yes,3,No
TKT00003653,CUST042986,2026-04-10,Account Access,Help Center,Low,2.15,Yes,4,No
TKT00011945,CUST023646,2026-05-22,Membership Billing,Phone,High,2.47,Yes,4,No
TKT00027208,CUST025323,2026-05-04,Membership Billing,Email,High,6.08,Yes,4,No
TKT00005352,CUST024552,2025-08-22,Account Access,Help Center,Low,10.03,Yes,3,No
TKT00026819,CUST003255,2025-03-27,Membership Billing,Phone,Medium,1.19,Yes,4,No
TKT00027006,CUST015843,2025-04-02,Prime Video Issue,Help Center,Low,4.83,Yes,5,No
TKT00005818,CUST002015,2024-12-21,membership billing,Help Center,Low,21.15,Yes,3,No
TKT00005133,CUST048443,2025-07-22,Delivery Problem,Chat,Medium,,No,,No
TKT00011870,CUST003401,2025-07-15,Cancellation Request,Help Center,Medium,,No,,Yes
TKT00007250,CUST008387,2026-05-10,Prime Video Issue,Phone,Medium,4.32,Yes,4,No
TKT00030712,CUST032856,2025-04-09,Payment Failure,Chat,High,,No,,Yes
TKT00012358,CUST044396,2025-02-21,Cancellation Request,Phone,Low,56.97,Yes,2,No
TKT00029784,CUST016006,2026-06-11,Delivery Problem,Chat,Medium,1.98,Yes,4,No
TKT00030901,CUST017366,2026-06-08,Prime Video Issue,Email,Medium,3.45,Yes,5,No
TKT00031684,CUST001517,2026-02-15,Prime Video Issue,Phone,Medium,14.39,Yes,5,No
TKT00019630,CUST003030,2025-07-11,General Question,Email,Medium,6.34,Yes,4,No
TKT00009723,CUST017212,2025-07-22,Delivery Problem,Phone,Medium,6.55,Yes,3,No
TKT00032028,CUST006759,2025-05-24,Cancellation Request,Email,High,3.37,Yes,2,No
TKT00032772,CUST019510,2025-06-02,General Question,Chat,Low,22.99,Yes,3,No
TKT00009737,CUST005072,2025-11-09,Payment Failure,Email,High,8.89,Yes,4,No
TKT00007005,CUST011544,2026-06-06,Refund Request,Email,Low,,No,,No
TKT00016303,CUST026748,2026-05-21,Cancellation Request,Help Center,Critical,0.84,Yes,4,No
TKT00032248,CUST036146,2026-01-29,General Question,Chat,Medium,19.19,Yes,4,Yes
TKT00014273,CUST037430,2025-05-22,Delivery Problem,Help Center,Medium,8.68,Yes,4,No
TKT00026644,CUST020910,2026-05-08,Membership Billing,Chat,Low,,No,,No
TKT00026995,CUST049741,2025-01-10,Delivery Problem,Phone,High,17.49,Yes,3,No
TKT00011439,CUST010582,2026-06-06,Account Access,Phone,High,34.16,Yes,2,No
TKT00007237,CUST039689,2026-05-30,Account Access,Chat,Medium,23.64,Yes,3,No
TKT00022782,CUST036923,2025-11-07,General Question,Email,Medium,2.81,Yes,4,No
TKT00022494,CUST010602,2026-06-14,Membership Billing,Social Media,Medium,12.26,Yes,3,No
TKT00034512,CUST037611,2026-05-10,Account Access,Chat,High,5.18,Yes,4,No
TKT00001516,CUST029006,2026-04-21,Account Login,Email,High,6.79,Yes,3,No
TKT00017441,CUST023377,2025-04-06,Account Access,Email,High,2.53,Yes,5,No
TKT00003654,CUST001542,2025-12-30,Cancellation Request,Phone,High,20.05,Yes,3,Yes
TKT00012974,CUST047047,2026-04-02,Prime Video Issue,,Low,10.3,Yes,3,No
TKT00009462,CUST039642,2026-01-15,Payment Failure,Email,Low,7.43,Yes,5,Yes
TKT00029904,CUST001511,2025-12-31,Prime Video Issue,Chat,Low,6.58,Yes,3,No
TKT00008247,CUST028455,2026-05-23,Payment Failure,Chat,High,7.04,Yes,4,No
TKT00033064,CUST004555,2025-08-27,Prime Video Issue,Chat,Medium,13.63,Yes,4,No
TKT00004224,CUST028612,2026-03-24,Membership Billing,Help Center,High,116.76,Yes,2,No
TKT00028234,CUST033259,2025-06-26,Payment Failure,Help Center,Low,38.3,Yes,3,Yes
TKT00030923,CUST009106,2026-04-27,Cancellation Request,Help Center,High,18.77,Yes,3,Yes
TKT00002871,CUST032827,2025-12-19,Cancellation Request,Help Center,Low,32.66,Yes,3,No
TKT00004122,CUST041006,2026-03-13,Refund Request,Chat,Medium,3.14,Yes,4,No
TKT00033436,CUST049340,2026-03-26,Delivery Problem,Email,High,11.8,Yes,3,No
TKT00007468,CUST019292,2026-04-13,Prime Video Issue,Email,Medium,2.56,Yes,4,No
TKT00028825,CUST005463,2025-11-04,Prime Video Issue,Help Center,Low,17.25,Yes,4,Yes
TKT00014787,CUST022335,2025-09-23,Delivery Problem,Chat,High,12.62,Yes,5,Yes
TKT00026126,CUST008087,2025-11-16,General Question,Chat,Medium,5.37,Yes,4,No
TKT00002579,CUST020418,2025-11-08,Payment Failure,Phone,High,2.09,Yes,3,No
TKT00015824,CUST041316,2026-01-16,Membership Billing,Phone,High,32.77,Yes,3,No
TKT00002858,CUST040389,2025-12-27,Account Access,Phone,High,26.31,Yes,3,No
TKT00009425,CUST040434,2026-05-16,Payment Failure,Chat,Low,5.85,Yes,3,No
TKT00017797,CUST044838,2026-05-04,Refund Request,Email,Medium,3.76,Yes,5,No
TKT00032517,CUST033424,2026-05-21,General Question,Phone,High,15.09,Yes,4,No
TKT00005671,CUST047949,2025-08-17,Payment Failure,Chat,Medium,27.19,Yes,2,Yes
TKT00033078,CUST019201,2026-01-08,Delivery Problem,Email,Medium,28.75,Yes,3,Yes
TKT00031477,CUST021128,2026-04-15,Payment Failure,Chat,Low,13.14,Yes,3,Yes
TKT00020186,CUST008865,2025-03-28,General Question,Email,Low,13.42,Yes,4,No
TKT00028923,CUST019313,2025-04-12,Refund Request,Phone,Medium,8.82,Yes,4,No
TKT00003254,CUST020524,2026-06-17,General Question,Chat,Low,7.41,Yes,4,No
TKT00001498,CUST024917,2026-02-23,Refund Request,Phone,Medium,21.27,Yes,4,No
TKT00023517,CUST023208,2025-11-06,Refund Request,Phone,High,27.7,Yes,2,No
TKT00018022,CUST001726,2026-03-15,Payment Failure,Help Center,Low,15.41,Yes,4,No
TKT00003675,CUST007360,2026-01-20,General Question,Chat,Medium,2.22,Yes,4,No
TKT00027976,CUST037479,2025-05-20,Cancellation Request,Email,Low,21.71,Yes,3,No
TKT00018439,CUST018379,2025-12-12,Membership Billing,Help Center,Medium,,No,,No
TKT00008349,CUST048083,2025-09-15,Account Access,Help Center,Medium,5.71,Yes,4,No
TKT00012203,CUST010515,2026-03-07,Cancellation Request,Social Media,Critical,4.64,Yes,5,No
TKT00004101,CUST049586,2026-06-13,Cancellation Request,Help Center,High,36.55,Yes,2,Yes
TKT00029126,CUST016876,2025-07-04,Cancellation Request,Social Media,Medium,6.08,Yes,5,Yes
TKT00026584,CUST045930,2026-03-22,Prime Video Issue,Email,,25.09,Yes,4,No
TKT00030237,CUST006114,2026-04-10,Account Access,Chat,Medium,1.92,Yes,4,No
TKT00025568,CUST040384,2025-10-01,Prime Video Issue,Phone,Medium,20.18,Yes,4,Yes
TKT00008499,CUST005790,2025-11-30,General Question,Social Media,Low,23.14,Yes,4,No
TKT00034774,CUST045412,2025-05-22,Payment Failure,Email,Low,8.33,Yes,4,No
TKT00015387,CUST006049,2026-01-01,Refund Request,Chat,Medium,6.39,Yes,4,No
TKT00023879,CUST045350,2025-03-11,Delivery Problem,Chat,Medium,16.34,Yes,2,Yes
TKT00033948,CUST025878,2025-11-03,Cancellation Request,Help Center,Low,10.96,Yes,4,Yes
TKT00020730,CUST047517,2025-09-14,Prime Video Issue,Help Center,Medium,6.8,Yes,3,No
TKT00019383,CUST024235,2025-10-11,General Question,Phone,High,7.9,Yes,4,No
TKT00022506,CUST047552,2026-05-30,Cancellation Request,Email,Medium,10.02,Yes,3,No
TKT00028663,CUST036159,2026-06-25,Prime Video Issue,Chat,Low,0.5,Yes,5,No
TKT00015143,CUST025064,2025-12-31,General Question,Social Media,Medium,4.32,Yes,4,No
TKT00023334,CUST049400,2026-03-14,Cancellation Request,Chat,Critical,9.79,Yes,3,No
TKT00009030,CUST008846,2026-05-31,General Question,Phone,Medium,20.61,Yes,5,No
TKT00021069,CUST031664,2026-04-17,Cancellation Request,Chat,Low,65.91,Yes,3,No
TKT00007796,CUST000034,2026-06-20,Refund Request,Email,Medium,4.21,Yes,3,No
TKT00033369,CUST029960,2026-02-06,General Question,Chat,Medium,15.79,Yes,3,No
TKT00016051,CUST025285,2025-01-28,General Question,Phone,Medium,2.44,Yes,3,No
TKT00000223,CUST039259,2025-09-14,Refund Request,Phone,Medium,5.33,Yes,5,No
TKT00025704,CUST022282,2026-06-02,Cancellation Request,Email,Low,10.35,Yes,4,No
TKT00005602,CUST004151,2026-02-05,Delivery Problem,Chat,High,5.81,Yes,4,No
TKT00027505,CUST040931,2026-05-04,Cancellation Request,Phone,Medium,3.94,Yes,4,No
TKT00019458,CUST035659,2026-06-10,Prime Video Issue,Chat,Low,18.28,Yes,3,No
TKT00027356,CUST028121,2026-05-29,Payment Failure,Help Center,Critical,6.64,Yes,4,No
TKT00012934,CUST000189,2026-03-01,Prime Video Issue,Phone,Medium,5.91,Yes,4,No
TKT00028705,CUST011032,2025-03-12,Payment Failure,,Medium,4.33,Yes,3,No
TKT00008075,CUST010103,2025-06-23,Account Access,Phone,High,2.4,Yes,4,No
TKT00027039,CUST021697,2026-06-12,Membership Billing,Chat,High,4.52,Yes,5,No
TKT00030040,CUST011192,2024-12-30,Cancellation Request,Phone,High,2.59,Yes,4,No
TKT00031992,CUST009172,2025-07-07,Payment Failure,Phone,Low,15.56,Yes,3,Yes
TKT00025589,CUST045779,2025-02-16,Prime Video Issue,Phone,High,,No,,No
TKT00016535,CUST016484,2025-10-22,Refund Request,Phone,Medium,10.86,Yes,4,No
TKT00033605,CUST022230,2025-04-18,Delivery Problem,Email,Medium,26.41,Yes,2,No
TKT00031804,CUST030456,2025-06-10,Refund Request,Phone,Low,19.23,Yes,3,No
TKT00033719,CUST038338,2026-03-27,Delivery Problem,Chat,Low,,No,,No
TKT00031937,CUST021514,2025-07-21,Cancellation Request,Help Center,Medium,4.87,Yes,4,No
TKT00019967,CUST018143,2025-10-24,Account Access,Chat,Medium,11.49,Yes,5,No
TKT00030628,CUST039278,2026-03-09,Membership Billing,Email,Medium,11.87,Yes,3,No
TKT00023709,CUST037357,2024-10-29,General Question,Email,Medium,5.03,Yes,3,No
TKT00027771,CUST010056,2025-12-18,Account Access,Phone,High,9.3,Yes,3,No
TKT00018565,CUST023632,2026-01-14,Refund Request,Chat,High,12.81,Yes,4,No
TKT00000771,CUST028999,2026-03-04,Delivery Problem,Email,Low,,No,,Yes
TKT00000316,CUST003931,2026-04-05,Prime Video Issue,Chat,High,3.96,Yes,4,No
TKT00031362,CUST016237,2026-01-14,Membership Billing,Chat,Medium,6.04,Yes,3,No
TKT00000656,CUST041814,2026-06-23,Prime Video Issue,Social Media,Low,21.5,Yes,3,No
TKT00007183,CUST007064,2026-04-14,Refund Request,Chat,High,8.71,Yes,2,No
TKT00006118,CUST044270,2025-07-17,Delivery Problem,Chat,Low,,No,,Yes
TKT00020582,CUST011959,2026-05-25,Prime Video Issue,Email,Low,10.83,Yes,1,Yes
TKT00020289,CUST034621,2025-12-27,Account Access,Help Center,Low,14.06,Yes,3,No
TKT00007045,CUST011570,2026-04-20,Payment Failure,Chat,Medium,9.94,Yes,5,No
TKT00003448,CUST021181,2026-06-26,Account Access,Chat,Medium,5.95,Yes,3,No
TKT00031123,CUST014668,2026-06-09,Cancellation Request,Email,Low,22.63,Yes,3,No
TKT00032868,CUST045917,2026-02-17,Membership Billing,Chat,Low,11.31,Yes,4,No
TKT00004185,CUST043190,2025-05-12,Cancellation Request,Chat,High,3.43,Yes,3,No
TKT00018497,CUST047891,2026-04-10,Refund Request,Chat,Medium,7.6,Yes,5,Yes
TKT00029229,CUST046404,2026-03-17,Refund Request,Email,High,10.03,Yes,3,No
TKT00022372,CUST026998,2026-03-26,General Question,Chat,Medium,,No,,No
TKT00028261,CUST024317,2025-03-07,Payment Failure,Chat,Low,17.94,Yes,3,Yes
TKT00002166,CUST010347,2026-06-18,Delivery Problem,Chat,Low,15.24,Yes,5,No
TKT00026359,CUST039232,2026-01-02,Refund Request,Chat,Medium,5.14,Yes,4,Yes
TKT00017066,CUST024540,2026-05-29,Refund Request,Email,Low,8.79,Yes,4,No
TKT00012818,CUST009433,2026-02-26,Payment Failure,Social Media,High,1.52,Yes,4,No
TKT00019891,CUST019494,2026-05-16,Prime Video Issue,Social Media,High,21.5,Yes,2,No
TKT00032704,CUST016184,2025-12-24,Delivery Problem,Help Center,High,13.22,Yes,3,Yes
TKT00032947,CUST006724,2026-01-12,Delivery Problem,Phone,Medium,25.76,Yes,4,Yes
TKT00028106,CUST024247,2025-05-29,Delivery Problem,Chat,High,12.56,Yes,3,No
TKT00018800,CUST032946,2026-04-03,General Question,Phone,Low,7.32,Yes,4,No
TKT00025643,CUST041555,2025-02-23,Membership Billing,Email,Medium,15.43,Yes,3,Yes
TKT00005070,CUST031365,2024-10-08,Refund Request,Chat,Medium,7.23,Yes,3,No
TKT00019507,CUST048129,2025-11-01,Refund Request,Email,Low,8.82,Yes,3,No
TKT00007460,CUST002533,2026-05-12,Prime Video Issue,Help Center,Low,18.4,Yes,3,No
TKT00008850,CUST021532,2025-11-10,Payment Failure,Email,High,1.13,Yes,4,No
TKT00029065,CUST029839,2026-06-14,Payment Failure,Phone,Medium,15.03,Yes,3,No
TKT00026488,CUST011076,2025-04-13,Delivery Problem,Chat,Medium,1.45,Yes,4,No
TKT00033992,CUST006680,2026-06-17,Delivery Problem,Chat,Medium,23.2,Yes,3,No
TKT00007922,CUST025158,2026-05-17,General Question,Phone,Medium,5.53,Yes,3,No
TKT00016175,CUST005817,2024-09-14,Cancellation Request,Phone,Medium,7.89,Yes,2,No
TKT00016047,CUST017853,2026-05-31,Account Access,Chat,High,1.75,Yes,4,No
TKT00018218,CUST038901,2026-04-21,General Question,Chat,Medium,7.76,Yes,3,No
TKT00018185,CUST022132,2026-05-21,Cancellation Request,Email,High,7.52,Yes,3,No
TKT00034086,CUST041100,2025-05-31,General Question,Email,Medium,18.13,Yes,4,No
TKT00000610,CUST049312,2026-06-09,General Question,Help Center,Medium,22.09,Yes,3,No
TKT00017028,CUST043853,2025-10-12,Account Access,Chat,Medium,23.48,Yes,4,Yes
TKT00001529,CUST048914,2026-06-06,Refund Request,Social Media,High,9.6,Yes,4,No
TKT00016010,CUST000364,2026-01-09,General Question,Email,High,2.09,Yes,3,No
TKT00028507,CUST034252,2025-04-05,General Question,Chat,Low,13.29,Yes,4,No
TKT00018056,CUST006861,2025-05-29,Membership Billing,Social Media,Medium,7.44,Yes,4,No
TKT00009594,CUST042265,2025-03-01,Payment Failure,Email,High,,No,,No
TKT00002253,CUST030239,2025-11-13,Refund Request,Chat,Low,7.31,Yes,4,No
TKT00025802,CUST014255,2026-01-24,General Question,Chat,High,6.27,Yes,3,No
TKT00026955,CUST048141,2025-10-09,Membership Billing,Help Center,Medium,6.9,Yes,5,No
TKT00009665,CUST025086,2026-05-20,Prime Video Issue,Phone,Low,3.64,Yes,4,No
TKT00015508,CUST004326,2026-03-19,Membership Billing,Chat,Medium,10.5,Yes,3,No
